exporter,importer,commodity,mode,year,source,value_usd
Singapore,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,471598.0
Bolivia,Brazil,Petrol,Road,2022,UN Comtrade public preview,466429.0
Thailand,Madagascar,Petrol,Air,2022,UN Comtrade public preview,463675.06
Italy,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,462517.0
Indonesia,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,453600.0
Brazil,Belize,Petrol,Sea,2022,UN Comtrade public preview,429155.66
Russia,Mexico,Petrol,Sea,2022,UN Comtrade public preview,420533.0
Japan,Brunei,Petrol,Sea,2022,UN Comtrade public preview,418008.14
Albania,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,398648.13
Japan,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,396719.0
Saudi Arabia,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,395759.06
Japan,Armenia,Petrol,Road,2022,UN Comtrade public preview,389085.76
Switzerland,Mexico,Petrol,Sea,2022,UN Comtrade public preview,367381.0
Bosnia and Herzegovina,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,365370.29
Ireland,Namibia,Petrol,Sea,2022,UN Comtrade public preview,356601.59
Lithuania,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,353751.0
Qatar,Brazil,Petrol,Road,2022,UN Comtrade public preview,348631.0
Lithuania,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,341547.21
Lithuania,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,338467.54
South Africa,Brazil,Petrol,Sea,2022,UN Comtrade public preview,333526.0
Georgia,Armenia,Petrol,Rail,2022,UN Comtrade public preview,313991.7
Greece,Mexico,Petrol,Sea,2022,UN Comtrade public preview,313740.0
Netherlands,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,312848.0
Latvia,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,312757.0
Brazil,Mexico,Petrol,Sea,2022,UN Comtrade public preview,310746.0
United Arab Emirates,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,293462.0
Japan,Myanmar,Petrol,Air,2022,UN Comtrade public preview,288243.78
Kenya,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,285446.876
Sweden,Brazil,Petrol,Air,2022,UN Comtrade public preview,277202.0
Uganda,Burundi,Petrol,Road,2022,UN Comtrade public preview,275069.024
Trinidad and Tobago,Laos,Petrol,Road,2022,UN Comtrade public preview,270243.0
Sweden,Montenegro,Petrol,Road,2022,UN Comtrade public preview,269445.004
Kenya,Burundi,Petrol,Road,2022,UN Comtrade public preview,258147.046
Trinidad and Tobago,Antigua and Barbuda,Petrol,Sea,2022,UN Comtrade public preview,258137.378
Spain,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,257842.489
Netherlands,Brazil,Petrol,Air,2022,UN Comtrade public preview,255739.0
Uganda,Madagascar,Petrol,Air,2022,UN Comtrade public preview,254913.54
South Korea,Armenia,Petrol,Rail,2022,UN Comtrade public preview,252452.44
Lithuania,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,246583.0
Saudi Arabia,Burundi,Petrol,Road,2022,UN Comtrade public preview,242815.24
Guinea,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,239906.776
China,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,234665.36
Jordan,Myanmar,Petrol,Air,2022,UN Comtrade public preview,232186.34
Tunisia,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,231813.028
Philippines,Myanmar,Petrol,Air,2022,UN Comtrade public preview,231787.06
China,Burundi,Petrol,Sea,2022,UN Comtrade public preview,229208.8
Netherlands,Mexico,Petrol,Air,2022,UN Comtrade public preview,227376.0
China,Romania,Petrol,Sea,2022,UN Comtrade public preview,220860.14
Mexico,Belize,Petrol,Sea,2022,UN Comtrade public preview,215540.82
Indonesia,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,213300.0
Finland,Romania,Petrol,Road,2022,UN Comtrade public preview,206969.52
United Kingdom,Namibia,Petrol,Road,2022,UN Comtrade public preview,195703.148
Poland,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,193276.0
Georgia,Armenia,Petrol,Road,2022,UN Comtrade public preview,190437.28
Austria,Mexico,Petrol,Sea,2022,UN Comtrade public preview,188911.0
Germany,Romania,Petrol,Air,2022,UN Comtrade public preview,185653.14
Israel,Mexico,Petrol,Sea,2022,UN Comtrade public preview,181829.0
United Kingdom,Brazil,Petrol,Air,2022,UN Comtrade public preview,176403.0
Spain,Mexico,Petrol,Air,2022,UN Comtrade public preview,175070.0
Lithuania,Armenia,Petrol,Rail,2022,UN Comtrade public preview,173568.2
Iran,Romania,Petrol,Road,2022,UN Comtrade public preview,171011.88
United Arab Emirates,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,168970.96
Spain,Namibia,Petrol,Sea,2022,UN Comtrade public preview,167506.118
Canada,Brazil,Petrol,Air,2022,UN Comtrade public preview,166027.0
Japan,Montenegro,Petrol,Road,2022,UN Comtrade public preview,162694.956
Japan,Belize,Petrol,Sea,2022,UN Comtrade public preview,161670.54
Germany,Armenia,Petrol,Rail,2022,UN Comtrade public preview,160324.6
Portugal,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,158835.214
Egypt,Burundi,Petrol,Sea,2022,UN Comtrade public preview,158170.816
Albania,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,157370.3
Lithuania,Brazil,Petrol,Sea,2022,UN Comtrade public preview,155465.0
Mauritius,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,153828.676
Switzerland,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,153142.08
Italy,Romania,Petrol,Air,2022,UN Comtrade public preview,149642.1
Canada,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,148052.38
Netherlands,Burundi,Petrol,Sea,2022,UN Comtrade public preview,146523.386
South Korea,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,142480.0
Ghana,Namibia,Petrol,Sea,2022,UN Comtrade public preview,139754.2
Iran,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,138231.56
Malta,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,135753.49
United Kingdom,Armenia,Petrol,Road,2022,UN Comtrade public preview,133637.04
Denmark,Brazil,Petrol,Sea,2022,UN Comtrade public preview,129905.0
Spain,Portugal,Petrol,Road,2022,UN Comtrade public preview,129628.204
Indonesia,Brazil,Petrol,Sea,2022,UN Comtrade public preview,123703.0
Denmark,Namibia,Petrol,Road,2022,UN Comtrade public preview,121660.23
Germany,Antigua and Barbuda,Petrol,Air,2022,UN Comtrade public preview,121037.97
Spain,Brazil,Petrol,Air,2022,UN Comtrade public preview,120946.0
Bosnia and Herzegovina,Romania,Petrol,Road,2022,UN Comtrade public preview,120323.94
Germany,Antigua and Barbuda,Petrol,Sea,2022,UN Comtrade public preview,116806.636
Switzerland,Brazil,Petrol,Air,2022,UN Comtrade public preview,116766.0
China,Mexico,Petrol,Air,2022,UN Comtrade public preview,116554.0
Jamaica,Antigua and Barbuda,Petrol,Sea,2022,UN Comtrade public preview,115477.94
Uzbekistan,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,113091.386
Sweden,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,110521.0
Cyprus,Romania,Petrol,Road,2022,UN Comtrade public preview,107717.78
Peru,Belize,Petrol,Sea,2022,UN Comtrade public preview,104541.2
Ireland,Brazil,Petrol,Sea,2022,UN Comtrade public preview,101260.0
Estonia,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,100434.286
South Korea,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,99655.85
China,Namibia,Petrol,Road,2022,UN Comtrade public preview,98329.184
Lithuania,Brunei,Petrol,Sea,2022,UN Comtrade public preview,96633.947
South Korea,Brazil,Petrol,Air,2022,UN Comtrade public preview,94043.0
Ukraine,Namibia,Petrol,Sea,2022,UN Comtrade public preview,92921.756
Brazil,Mexico,Petrol,Air,2022,UN Comtrade public preview,91402.0
Netherlands,Bulgaria,Petrol,Air,2022,UN Comtrade public preview,88957.74
Latvia,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,87553.672
South Africa,Madagascar,Petrol,Road,2022,UN Comtrade public preview,87263.19
Italy,Armenia,Petrol,Road,2022,UN Comtrade public preview,86518.5
United Kingdom,Brunei,Petrol,Sea,2022,UN Comtrade public preview,85577.035
Armenia,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,84307.0
Italy,Mexico,Petrol,Air,2022,UN Comtrade public preview,83706.0
Austria,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,81482.78
Denmark,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,80597.086
Egypt,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,79792.21
United Kingdom,Mexico,Petrol,Air,2022,UN Comtrade public preview,79427.0
New Zealand,Brunei,Petrol,Sea,2022,UN Comtrade public preview,78786.392
Spain,Romania,Petrol,Air,2022,UN Comtrade public preview,78092.0
Austria,Brazil,Petrol,Sea,2022,UN Comtrade public preview,77843.0
Switzerland,Romania,Petrol,Road,2022,UN Comtrade public preview,77393.88
Sweden,Mexico,Petrol,Air,2022,UN Comtrade public preview,77311.0
Ireland,Romania,Petrol,Road,2022,UN Comtrade public preview,76715.8
United Kingdom,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,76066.89
Canada,Romania,Petrol,Sea,2022,UN Comtrade public preview,75300.0
Lithuania,Kyrgyzstan,Petrol,Air,2022,UN Comtrade public preview,74868.0
United Kingdom,Romania,Petrol,Air,2022,UN Comtrade public preview,73023.3
Germany,Burundi,Petrol,Sea,2022,UN Comtrade public preview,71047.714
Germany,Luxembourg,Petrol,Air,2022,UN Comtrade public preview,71019.032
Rwanda,Burundi,Petrol,Road,2022,UN Comtrade public preview,67646.331
Czechia,Montenegro,Petrol,Road,2022,UN Comtrade public preview,67434.422
Netherlands,Romania,Petrol,Air,2022,UN Comtrade public preview,64960.7
Romania,Bulgaria,Petrol,Air,2022,UN Comtrade public preview,62793.066
Sweden,Brazil,Petrol,Road,2022,UN Comtrade public preview,61944.0
Luxembourg,Romania,Petrol,Road,2022,UN Comtrade public preview,61216.1
Indonesia,Myanmar,Petrol,Air,2022,UN Comtrade public preview,61074.46
Germany,Armenia,Petrol,Air,2022,UN Comtrade public preview,60657.9
Switzerland,Romania,Petrol,Air,2022,UN Comtrade public preview,60647.14
Japan,Laos,Petrol,Road,2022,UN Comtrade public preview,58969.65
Portugal,Mozambique,Petrol,Sea,2022,UN Comtrade public preview,57949.272
Montenegro,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,56070.998
South Africa,Brazil,Petrol,Air,2022,UN Comtrade public preview,54869.0
Sweden,Laos,Petrol,Road,2022,UN Comtrade public preview,54736.5
Iran,Armenia,Petrol,Road,2022,UN Comtrade public preview,54698.96
South Africa,Madagascar,Petrol,Air,2022,UN Comtrade public preview,54697.098
United Kingdom,Romania,Petrol,Sea,2022,UN Comtrade public preview,52663.64
Czechia,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,50823.78
China,Laos,Petrol,Rail,2022,UN Comtrade public preview,49857.6
United Kingdom,Laos,Petrol,Road,2022,UN Comtrade public preview,49418.47
Spain,Armenia,Petrol,Road,2022,UN Comtrade public preview,49202.8
Switzerland,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,49046.0
Estonia,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,48593.0
Chile,Brazil,Petrol,Sea,2022,UN Comtrade public preview,47717.0
Belarus,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,47171.676
Thailand,Brazil,Petrol,Air,2022,UN Comtrade public preview,46002.0
Sweden,Montenegro,Petrol,Air,2022,UN Comtrade public preview,44788.372
Turkey,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,44688.0
Austria,Romania,Petrol,Air,2022,UN Comtrade public preview,44353.36
Canada,Madagascar,Petrol,Air,2022,UN Comtrade public preview,44218.108
Italy,Brazil,Petrol,Air,2022,UN Comtrade public preview,43659.0
Switzerland,Mexico,Petrol,Air,2022,UN Comtrade public preview,43627.0
Russia,Kyrgyzstan,Petrol,Air,2022,UN Comtrade public preview,43169.0
Russia,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,42998.34
United Kingdom,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,42558.64
Bangladesh,Myanmar,Petrol,Air,2022,UN Comtrade public preview,41182.3
Ukraine,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,40941.0
United Arab Emirates,Kyrgyzstan,Petrol,Air,2022,UN Comtrade public preview,40847.0
Singapore,Burundi,Petrol,Sea,2022,UN Comtrade public preview,40560.904
Canada,Mexico,Petrol,Air,2022,UN Comtrade public preview,38595.0
Turkey,Madagascar,Petrol,Air,2022,UN Comtrade public preview,37675.916
Sweden,Armenia,Petrol,Road,2022,UN Comtrade public preview,37153.12
Mexico,Brazil,Petrol,Air,2022,UN Comtrade public preview,36209.0
Moldova,Romania,Petrol,Road,2022,UN Comtrade public preview,35227.0
Czechia,Bulgaria,Petrol,Air,2022,UN Comtrade public preview,33716.786
Austria,Mexico,Petrol,Air,2022,UN Comtrade public preview,33491.0
South Korea,Mexico,Petrol,Air,2022,UN Comtrade public preview,33266.0
Japan,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,33182.34
Georgia,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,32309.0
Turkey,Mexico,Petrol,Air,2022,UN Comtrade public preview,32306.0
China,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,32077.0
Paraguay,Brazil,Petrol,Road,2022,UN Comtrade public preview,31584.0
Germany,Brunei,Petrol,Air,2022,UN Comtrade public preview,31035.064
Canada,Namibia,Petrol,Road,2022,UN Comtrade public preview,31004.648
Israel,Brazil,Petrol,Air,2022,UN Comtrade public preview,30849.0
Denmark,Brazil,Petrol,Air,2022,UN Comtrade public preview,29850.0
Singapore,Brazil,Petrol,Air,2022,UN Comtrade public preview,28937.0
Finland,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,27594.48
Japan,Bulgaria,Petrol,Air,2022,UN Comtrade public preview,27134.492
China,Antigua and Barbuda,Petrol,Sea,2022,UN Comtrade public preview,26875.874
Germany,Madagascar,Petrol,Air,2022,UN Comtrade public preview,26178.416
Italy,Armenia,Petrol,Air,2022,UN Comtrade public preview,25901.84
Ukraine,Moldova,Petrol,Road,2022,UN Comtrade public preview,25366.0
Denmark,Mexico,Petrol,Sea,2022,UN Comtrade public preview,24882.0
Spain,Brazil,Petrol,Road,2022,UN Comtrade public preview,24769.0
Greece,Myanmar,Petrol,Air,2022,UN Comtrade public preview,24692.58
China,Colombia,Petrol,Air,2022,UN Comtrade public preview,24498.12
Denmark,Romania,Petrol,Road,2022,UN Comtrade public preview,23490.78
United Kingdom,Antigua and Barbuda,Petrol,Sea,2022,UN Comtrade public preview,23417.378
Germany,Bulgaria,Petrol,Air,2022,UN Comtrade public preview,23130.496
Switzerland,Namibia,Petrol,Road,2022,UN Comtrade public preview,23121.598
Switzerland,Brunei,Petrol,Sea,2022,UN Comtrade public preview,22657.714
Switzerland,Burundi,Petrol,Air,2022,UN Comtrade public preview,22223.988
China,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,22169.28
China,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,21596.64
Malaysia,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,21465.076
Netherlands,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,21328.482
Germany,Romania,Petrol,Sea,2022,UN Comtrade public preview,21309.02
Luxembourg,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,20866.152
Finland,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,20724.228
United Arab Emirates,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,20350.062
Sweden,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,20282.87
Mauritius,Madagascar,Petrol,Air,2022,UN Comtrade public preview,19956.332
Poland,Kyrgyzstan,Petrol,Rail,2022,UN Comtrade public preview,19481.0
Australia,Madagascar,Petrol,Air,2022,UN Comtrade public preview,18714.636
Denmark,Romania,Petrol,Air,2022,UN Comtrade public preview,17913.78
Japan,Romania,Petrol,Air,2022,UN Comtrade public preview,17426.66
China,Namibia,Petrol,Air,2022,UN Comtrade public preview,17414.076
Japan,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,17190.088
Singapore,Brunei,Petrol,Air,2022,UN Comtrade public preview,17096.262
Netherlands,Armenia,Petrol,Road,2022,UN Comtrade public preview,16407.86
Russia,Laos,Petrol,Road,2022,UN Comtrade public preview,16380.0
Lithuania,Namibia,Petrol,Sea,2022,UN Comtrade public preview,16155.006
Austria,Brazil,Petrol,Air,2022,UN Comtrade public preview,16150.0
Netherlands,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,15742.38
Hong Kong,Namibia,Petrol,Road,2022,UN Comtrade public preview,15481.534
Egypt,Namibia,Petrol,Sea,2022,UN Comtrade public preview,14760.81
South Korea,Romania,Petrol,Sea,2022,UN Comtrade public preview,14687.88
China,Namibia,Petrol,Sea,2022,UN Comtrade public preview,14653.014
United Kingdom,Madagascar,Petrol,Road,2022,UN Comtrade public preview,13884.056
Russia,Armenia,Petrol,Air,2022,UN Comtrade public preview,13825.4
Turkey,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,13760.305
China,Madagascar,Petrol,Road,2022,UN Comtrade public preview,13692.22
Singapore,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,13448.43
Portugal,Sao Tome and Principe,Petrol,Air,2022,UN Comtrade public preview,12912.076000000001
China,Armenia,Petrol,Air,2022,UN Comtrade public preview,12669.72
Qatar,Montenegro,Petrol,Road,2022,UN Comtrade public preview,12653.32
South Korea,Namibia,Petrol,Road,2022,UN Comtrade public preview,12511.672
Germany,Laos,Petrol,Road,2022,UN Comtrade public preview,12095.48
United Kingdom,Armenia,Petrol,Air,2022,UN Comtrade public preview,11957.54
United Kingdom,Madagascar,Petrol,Air,2022,UN Comtrade public preview,11931.556
Indonesia,Brunei,Petrol,Sea,2022,UN Comtrade public preview,11708.855
Spain,Cabo Verde,Petrol,Air,2022,UN Comtrade public preview,11632.387
Ukraine,Armenia,Petrol,Road,2022,UN Comtrade public preview,11316.64
Canada,Belize,Petrol,Sea,2022,UN Comtrade public preview,11190.39
China,Brazil,Petrol,Air,2022,UN Comtrade public preview,10991.0
Sweden,Bulgaria,Petrol,Rail,2022,UN Comtrade public preview,10552.96
Germany,Kyrgyzstan,Petrol,Air,2022,UN Comtrade public preview,10509.0
Italy,Antigua and Barbuda,Petrol,Sea,2022,UN Comtrade public preview,10499.762
Thailand,Laos,Petrol,Rail,2022,UN Comtrade public preview,10472.0
South Korea,Romania,Petrol,Air,2022,UN Comtrade public preview,10330.22
Italy,Burundi,Petrol,Air,2022,UN Comtrade public preview,10225.006
Sweden,Armenia,Petrol,Air,2022,UN Comtrade public preview,10133.14
Sweden,Myanmar,Petrol,Sea,2022,UN Comtrade public preview,10028.76
Egypt,Brazil,Petrol,Sea,2022,UN Comtrade public preview,9877.0
Singapore,Mexico,Petrol,Air,2022,UN Comtrade public preview,9709.0
Netherlands,Namibia,Petrol,Road,2022,UN Comtrade public preview,9629.428
Cyprus,Montenegro,Petrol,Road,2022,UN Comtrade public preview,9544.74
Qatar,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,9414.81
Poland,Mexico,Petrol,Sea,2022,UN Comtrade public preview,9301.0
Sweden,Namibia,Petrol,Road,2022,UN Comtrade public preview,9273.762
Malaysia,Brunei,Petrol,Air,2022,UN Comtrade public preview,9238.146
Canada,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,9090.33
Spain,Brunei,Petrol,Sea,2022,UN Comtrade public preview,8892.957
Japan,Bulgaria,Petrol,Road,2022,UN Comtrade public preview,8662.782
Switzerland,Madagascar,Petrol,Air,2022,UN Comtrade public preview,8581.996
Italy,Brunei,Petrol,Sea,2022,UN Comtrade public preview,8519.486
Germany,Bulgaria,Petrol,Sea,2022,UN Comtrade public preview,8504.728
Netherlands,Brunei,Petrol,Sea,2022,UN Comtrade public preview,8127.161
Latvia,Montenegro,Petrol,Road,2022,UN Comtrade public preview,8007.988
Czechia,Brazil,Petrol,Air,2022,UN Comtrade public preview,7957.0
Italy,Bulgaria,Petrol,Air,2022,UN Comtrade public preview,7898.324
South Korea,Armenia,Petrol,Road,2022,UN Comtrade public preview,7860.0
